Names,Age,Team,Position,Roles,Nationality,Market Value (In Millions),Player Profile Link,Name ID,ID,League,Player Image
Antoine Hainaut,22,Parma Calcio 1913,Central Midfield,Midfield,France,€0.75m,https://www.transfermarkt.us/antoine-hainaut/profil/spieler/917375,antoine-hainaut,917375,Serie A,https://img.a.transfermarkt.technology/portrait/header/917375-1730185355.jpg?lm=1
Adrian Benedyczak,24,Parma Calcio 1913,Left Winger,Attack,Poland,€6.00m,https://www.transfermarkt.us/adrian-benedyczak/profil/spieler/454386,adrian-benedyczak,454386,Serie A,https://img.a.transfermarkt.technology/portrait/header/454386-1686128177.jpg?lm=1
Valentin Mihăilă,24,Parma Calcio 1913,Left Winger,Attack,Romania,€2.80m,https://www.transfermarkt.us/valentin-mihaila/profil/spieler/535469,valentin-mihaila,535469,Serie A,https://img.a.transfermarkt.technology/portrait/header/535469-1718261714.jpg?lm=1
Dennis Man,26,Parma Calcio 1913,Right Winger,Attack,Romania,€15.00m,https://www.transfermarkt.us/dennis-man/profil/spieler/397486,dennis-man,397486,Serie A,https://img.a.transfermarkt.technology/portrait/header/397486-1718259797.jpg?lm=1
Matteo Cancellieri,22,Parma Calcio 1913,Right Winger,Attack,Italy,€4.80m,https://www.transfermarkt.us/matteo-cancellieri/profil/spieler/550106,matteo-cancellieri,550106,Serie A,https://img.a.transfermarkt.technology/portrait/header/550106-1687191024.jpg?lm=1
Pontus Almqvist,25,Parma Calcio 1913,Right Winger,Attack,Sweden,€3.00m,https://www.transfermarkt.us/pontus-almqvist/profil/spieler/300532,pontus-almqvist,300532,Serie A,https://img.a.transfermarkt.technology/portrait/header/300532-1692964187.jpg?lm=1
Anas Haj Mohamed,19,Parma Calcio 1913,Right Winger,Attack,Tunisia,€0.2m,https://www.transfermarkt.us/anas-haj-mohamed/profil/spieler/883122,anas-haj-mohamed,883122,Serie A,https://img.a.transfermarkt.technology/portrait/header/883122-1695043116.png?lm=1
Mateusz Kowalski,19,Parma Calcio 1913,Second Striker,Attack,Poland,€0.3m,https://www.transfermarkt.us/mateusz-kowalski/profil/spieler/902573,mateusz-kowalski,902573,Serie A,https://img.a.transfermarkt.technology/portrait/header/902573-1725863860.jpg?lm=1
Ange-Yoan Bonny,21,Parma Calcio 1913,Centre-Forward,Attack,France,€15.00m,https://www.transfermarkt.us/ange-yoan-bonny/profil/spieler/827734,ange-yoan-bonny,827734,Serie A,https://img.a.transfermarkt.technology/portrait/header/827734-1697613908.jpg?lm=1
Gabriel Charpentier,25,Parma Calcio 1913,Centre-Forward,Attack,Congo,€1.60m,https://www.transfermarkt.us/gabriel-charpentier/profil/spieler/660342,gabriel-charpentier,660342,Serie A,https://img.a.transfermarkt.technology/portrait/header/660342-1725530582.jpg?lm=1
Emil Audero,27,Como 1907,Goalkeeper,Goalkeeper,Italy,€5.00m,https://www.transfermarkt.us/emil-audero/profil/spieler/256339,emil-audero,256339,Serie A,https://img.a.transfermarkt.technology/portrait/header/256339-1663679682.jpg?lm=1
Pepe Reina,42,Como 1907,Goalkeeper,Goalkeeper,Spain,€0.6m,https://www.transfermarkt.us/pepe-reina/profil/spieler/7825,pepe-reina,7825,Serie A,https://img.a.transfermarkt.technology/portrait/header/7825-1724826388.jpg?lm=1
Mauro Vigorito,34,Como 1907,Goalkeeper,Goalkeeper,Italy,€0.15m,https://www.transfermarkt.us/mauro-vigorito/profil/spieler/88595,mauro-vigorito,88595,Serie A,https://img.a.transfermarkt.technology/portrait/header/88595-1595851265.jpg?lm=1
Pierre Bolchini,25,Como 1907,Goalkeeper,Goalkeeper,Italy,€0.05m,https://www.transfermarkt.us/pierre-bolchini/profil/spieler/431417,pierre-bolchini,431417,Serie A,https://img.a.transfermarkt.technology/portrait/header/431417-1725529910.jpg?lm=1
Alberto Dossena,26,Como 1907,Centre-Back,Defender,Italy,€7.00m,https://www.transfermarkt.us/alberto-dossena/profil/spieler/385394,alberto-dossena,385394,Serie A,https://img.a.transfermarkt.technology/portrait/header/385394-1686510717.jpg?lm=1
Marc Oliver Kempf,29,Como 1907,Centre-Back,Defender,Germany,€2.00m,https://www.transfermarkt.us/marc-oliver-kempf/profil/spieler/160938,marc-oliver-kempf,160938,Serie A,https://img.a.transfermarkt.technology/portrait/header/160938-1657098066.jpg?lm=1
Edoardo Goldaniga,31,Como 1907,Centre-Back,Defender,Italy,€1.20m,https://www.transfermarkt.us/edoardo-goldaniga/profil/spieler/242940,edoardo-goldaniga,242940,Serie A,https://img.a.transfermarkt.technology/portrait/header/242940-1725530007.jpg?lm=1
Federico Barba,31,Como 1907,Centre-Back,Defender,Italy,€1.20m,https://www.transfermarkt.us/federico-barba/profil/spieler/165873,federico-barba,165873,Serie A,https://img.a.transfermarkt.technology/portrait/header/165873-1725528561.jpg?lm=1
Fellipe Jack,18,Como 1907,Centre-Back,Defender,Brazil,€0.2m,https://www.transfermarkt.us/fellipe-jack/profil/spieler/1004723,fellipe-jack,1004723,Serie A,https://img.a.transfermarkt.technology/portrait/header/1004723-1680450497.jpg?lm=1
Francesco Andrealli,17,Como 1907,Centre-Back,Defender,Peru,€0.0m,https://www.transfermarkt.us/francesco-andrealli/profil/spieler/1063242,francesco-andrealli,1063242,Serie A,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1
Alberto Moreno,32,Como 1907,Left-Back,Defender,Spain,€1.80m,https://www.transfermarkt.us/alberto-moreno/profil/spieler/207917,alberto-moreno,207917,Serie A,https://img.a.transfermarkt.technology/portrait/header/207917-1687268193.jpg?lm=1
Marco Sala,25,Como 1907,Left-Back,Defender,Italy,€1.10m,https://www.transfermarkt.us/marco-sala/profil/spieler/392570,marco-sala,392570,Serie A,https://img.a.transfermarkt.technology/portrait/header/392570-1730185794.jpg?lm=1
Ignace Van der Brempt,22,Como 1907,Right-Back,Defender,Belgium,€3.00m,https://www.transfermarkt.us/ignace-van-der-brempt/profil/spieler/490423,ignace-van-der-brempt,490423,Serie A,https://img.a.transfermarkt.technology/portrait/header/490423-1692996873.png?lm=1
Máximo Perrone,21,Como 1907,Defensive Midfield,Midfield,Argentina,€9.00m,https://www.transfermarkt.us/maximo-perrone/profil/spieler/668547,maximo-perrone,668547,Serie A,https://img.a.transfermarkt.technology/portrait/header/668547-1681246573.jpg?lm=1
Yannik Engelhardt,23,Como 1907,Defensive Midfield,Midfield,Germany,€7.00m,https://www.transfermarkt.us/yannik-engelhardt/profil/spieler/405670,yannik-engelhardt,405670,Serie A,https://img.a.transfermarkt.technology/portrait/header/405670-1658504058.jpg?lm=1
Luca Mazzitelli,29,Como 1907,Central Midfield,Midfield,Italy,€4.00m,https://www.transfermarkt.us/luca-mazzitelli/profil/spieler/226025,luca-mazzitelli,226025,Serie A,https://img.a.transfermarkt.technology/portrait/header/226025-1730185840.jpg?lm=1
Sergi Roberto,32,Como 1907,Central Midfield,Midfield,Spain,€2.50m,https://www.transfermarkt.us/sergi-roberto/profil/spieler/85370,sergi-roberto,85370,Serie A,https://img.a.transfermarkt.technology/portrait/header/85370-1662585931.jpg?lm=1
Matthias Braunöder,22,Como 1907,Central Midfield,Midfield,Austria,€2.00m,https://www.transfermarkt.us/matthias-braunoder/profil/spieler/488052,matthias-braunoder,488052,Serie A,https://img.a.transfermarkt.technology/portrait/header/488052-1692968166.png?lm=1
Ben Lhassine Kone,24,Como 1907,Central Midfield,Midfield,Cote d'Ivoire,€0.8m,https://www.transfermarkt.us/ben-lhassine-kone/profil/spieler/522681,ben-lhassine-kone,522681,Serie A,https://img.a.transfermarkt.technology/portrait/header/522681-1730123598.jpg?lm=1
Daniele Baselli,32,Como 1907,Central Midfield,Midfield,Italy,€0.4m,https://www.transfermarkt.us/daniele-baselli/profil/spieler/134883,daniele-baselli,134883,Serie A,https://img.a.transfermarkt.technology/portrait/header/134883-1630509123.jpg?lm=1
Giuseppe Mazzaglia,18,Como 1907,Central Midfield,Midfield,Italy,€0.25m,https://www.transfermarkt.us/giuseppe-mazzaglia/profil/spieler/1059730,giuseppe-mazzaglia,1059730,Serie A,https://img.a.transfermarkt.technology/portrait/header/1059730-1730122720.png?lm=1
Alessio Iovine,33,Como 1907,Right Midfield,Midfield,Italy,€0.4m,https://www.transfermarkt.us/alessio-iovine/profil/spieler/330472,alessio-iovine,330472,Serie A,https://img.a.transfermarkt.technology/portrait/header/330472-1714813728.jpg?lm=1
Nico Paz,20,Como 1907,Attacking Midfield,Midfield,Argentina,€15.00m,https://www.transfermarkt.us/nico-paz/profil/spieler/948294,nico-paz,948294,Serie A,https://img.a.transfermarkt.technology/portrait/header/948294-1699472504.jpg?lm=1
Simone Verdi,32,Como 1907,Attacking Midfield,Midfield,Italy,€2.50m,https://www.transfermarkt.us/simone-verdi/profil/spieler/130360,simone-verdi,130360,Serie A,https://img.a.transfermarkt.technology/portrait/header/130360-1663671979.jpg?lm=1
Moutir Chajia,26,Como 1907,Attacking Midfield,Midfield,Belgium,€0.45m,https://www.transfermarkt.us/moutir-chajia/profil/spieler/448538,moutir-chajia,448538,Serie A,https://img.a.transfermarkt.technology/portrait/header/448538-1724826700.jpg?lm=1
Naj Razi,18,Como 1907,Attacking Midfield,Midfield,Ireland,€0.3m,https://www.transfermarkt.us/naj-razi/profil/spieler/957295,naj-razi,957295,Serie A,https://img.a.transfermarkt.technology/portrait/header/957295-1707906318.jpg?lm=1
Lucas Da Cunha,23,Como 1907,Left Winger,Attack,France,€6.50m,https://www.transfermarkt.us/lucas-da-cunha/profil/spieler/495667,lucas-da-cunha,495667,Serie A,https://img.a.transfermarkt.technology/portrait/header/495667-1714818116.jpg?lm=1
Alieu Fadera,23,Como 1907,Left Winger,Attack,The Gambia,€5.00m,https://www.transfermarkt.us/alieu-fadera/profil/spieler/749552,alieu-fadera,749552,Serie A,https://img.a.transfermarkt.technology/portrait/header/749552-1714038401.png?lm=1
Ali Jasim,20,Como 1907,Left Winger,Attack,Iraq,€0.45m,https://www.transfermarkt.us/ali-jasim/profil/spieler/877672,ali-jasim,877672,Serie A,https://img.a.transfermarkt.technology/portrait/header/877672-1705017475.png?lm=1
Gabriel Strefezza,27,Como 1907,Right Winger,Attack,Brazil,€6.00m,https://www.transfermarkt.us/gabriel-strefezza/profil/spieler/457673,gabriel-strefezza,457673,Serie A,https://img.a.transfermarkt.technology/portrait/header/457673-1692962752.jpg?lm=1
Patrick Cutrone,26,Como 1907,Centre-Forward,Attack,Italy,€7.00m,https://www.transfermarkt.us/patrick-cutrone/profil/spieler/265078,patrick-cutrone,265078,Serie A,https://img.a.transfermarkt.technology/portrait/header/265078-1714818222.jpg?lm=1
Andrea Belotti,30,Como 1907,Centre-Forward,Attack,Italy,€5.00m,https://www.transfermarkt.us/andrea-belotti/profil/spieler/167727,andrea-belotti,167727,Serie A,https://img.a.transfermarkt.technology/portrait/header/167727-1663581136.jpg?lm=1
Alberto Cerri,28,Como 1907,Centre-Forward,Attack,Italy,€1.70m,https://www.transfermarkt.us/alberto-cerri/profil/spieler/197751,alberto-cerri,197751,Serie A,https://img.a.transfermarkt.technology/portrait/header/197751-1686210523.jpg?lm=1
Alessandro Gabrielloni,30,Como 1907,Centre-Forward,Attack,Italy,€1.00m,https://www.transfermarkt.us/alessandro-gabrielloni/profil/spieler/311333,alessandro-gabrielloni,311333,Serie A,https://img.a.transfermarkt.technology/portrait/header/311333-1714813246.jpg?lm=1
Filip Stankovic,22,Venezia FC,Goalkeeper,Goalkeeper,Serbia,€3.00m,https://www.transfermarkt.us/filip-stankovic/profil/spieler/552223,filip-stankovic,552223,Serie A,https://img.a.transfermarkt.technology/portrait/header/552223-1677782675.PNG?lm=1
Jesse Joronen,31,Venezia FC,Goalkeeper,Goalkeeper,Finland,€1.00m,https://www.transfermarkt.us/jesse-joronen/profil/spieler/131758,jesse-joronen,131758,Serie A,https://img.a.transfermarkt.technology/portrait/header/131758-1724827205.jpg?lm=1
Bruno Bertinato,26,Venezia FC,Goalkeeper,Goalkeeper,Brazil,€0.3m,https://www.transfermarkt.us/bruno-bertinato/profil/spieler/323929,bruno-bertinato,323929,Serie A,https://img.a.transfermarkt.technology/portrait/header/323929-1725529861.jpg?lm=1
Filippo Neri,21,Venezia FC,Goalkeeper,Goalkeeper,Italy,€0.2m,https://www.transfermarkt.us/filippo-neri/profil/spieler/616228,filippo-neri,616228,Serie A,https://img.a.transfermarkt.technology/portrait/header/616228-1700049075.jpg?lm=1
Matteo Grandi,32,Venezia FC,Goalkeeper,Goalkeeper,Italy,€0.15m,https://www.transfermarkt.us/matteo-grandi/profil/spieler/155038,matteo-grandi,155038,Serie A,https://img.a.transfermarkt.technology/portrait/header/155038-1608181369.jpg?lm=1
Jay Idzes,24,Venezia FC,Centre-Back,Defender,Indonesia,€2.50m,https://www.transfermarkt.us/jay-idzes/profil/spieler/546926,jay-idzes,546926,Serie A,https://img.a.transfermarkt.technology/portrait/header/546926-1725530125.jpg?lm=1
Giorgio Altare,26,Venezia FC,Centre-Back,Defender,Italy,€2.00m,https://www.transfermarkt.us/giorgio-altare/profil/spieler/354909,giorgio-altare,354909,Serie A,https://img.a.transfermarkt.technology/portrait/header/354909-1630510736.jpg?lm=1
Joël Schingtienne,22,Venezia FC,Centre-Back,Defender,Belgium,€2.00m,https://www.transfermarkt.us/joel-schingtienne/profil/spieler/707809,joel-schingtienne,707809,Serie A,https://img.a.transfermarkt.technology/portrait/header/707809-1713280148.png?lm=1
Michael Svoboda,26,Venezia FC,Centre-Back,Defender,Austria,€1.50m,https://www.transfermarkt.us/michael-svoboda/profil/spieler/438961,michael-svoboda,438961,Serie A,https://img.a.transfermarkt.technology/portrait/header/438961-1717659180.jpg?lm=1
Marin Šverko,26,Venezia FC,Centre-Back,Defender,Croatia,€1.20m,https://www.transfermarkt.us/marin-sverko/profil/spieler/282169,marin-sverko,282169,Serie A,https://img.a.transfermarkt.technology/portrait/header/282169-1695108109.jpg?lm=1
Ridgeciano Haps,31,Venezia FC,Left-Back,Defender,Suriname,€0.9m,https://www.transfermarkt.us/ridgeciano-haps/profil/spieler/228444,ridgeciano-haps,228444,Serie A,https://img.a.transfermarkt.technology/portrait/header/228444-1630656845.jpg?lm=1
Francesco Zampano,31,Venezia FC,Left-Back,Defender,Italy,€0.9m,https://www.transfermarkt.us/francesco-zampano/profil/spieler/216872,francesco-zampano,216872,Serie A,https://img.a.transfermarkt.technology/portrait/header/216872-1717660248.jpg?lm=1
Franco Carboni,21,Venezia FC,Left-Back,Defender,Argentina,€0.9m,https://www.transfermarkt.us/franco-carboni/profil/spieler/731491,franco-carboni,731491,Serie A,https://img.a.transfermarkt.technology/portrait/header/731491-1675245800.jpg?lm=1
Antonio Candela,24,Venezia FC,Right-Back,Defender,Italy,€2.30m,https://www.transfermarkt.us/antonio-candela/profil/spieler/392881,antonio-candela,392881,Serie A,https://img.a.transfermarkt.technology/portrait/header/392881-1717659772.jpg?lm=1
Richie Sagrado,20,Venezia FC,Right-Back,Defender,Belgium,€2.00m,https://www.transfermarkt.us/richie-sagrado/profil/spieler/655009,richie-sagrado,655009,Serie A,https://img.a.transfermarkt.technology/portrait/header/655009-1713279208.png?lm=1
Luca Fiordilino,28,Venezia FC,Defensive Midfield,Midfield,Italy,€0.7m,https://www.transfermarkt.us/luca-fiordilino/profil/spieler/287875,luca-fiordilino,287875,Serie A,https://img.a.transfermarkt.technology/portrait/header/287875-1613738770.jpg?lm=1
Gianluca Busio,22,Venezia FC,Central Midfield,Midfield,United States,€6.50m,https://www.transfermarkt.us/gianluca-busio/profil/spieler/504209,gianluca-busio,504209,Serie A,https://img.a.transfermarkt.technology/portrait/header/504209-1717660047.jpg?lm=1
Alfred Duncan,31,Venezia FC,Central Midfield,Midfield,Ghana,€4.00m,https://www.transfermarkt.us/alfred-duncan/profil/spieler/184894,alfred-duncan,184894,Serie A,https://img.a.transfermarkt.technology/portrait/header/184894-1663591729.jpg?lm=1
Hans Nicolussi Caviglia,24,Venezia FC,Central Midfield,Midfield,Italy,€3.00m,https://www.transfermarkt.us/hans-nicolussi-caviglia/profil/spieler/430280,hans-nicolussi-caviglia,430280,Serie A,https://img.a.transfermarkt.technology/portrait/header/430280-1675245071.jpg?lm=1
Mikael Egill Ellertsson,22,Venezia FC,Central Midfield,Midfield,Iceland,€2.00m,https://www.transfermarkt.us/mikael-egill-ellertsson/profil/spieler/566615,mikael-egill-ellertsson,566615,Serie A,https://img.a.transfermarkt.technology/portrait/header/566615-1730125923.jpg?lm=1
Magnus Kofod Andersen,25,Venezia FC,Central Midfield,Midfield,Denmark,€1.20m,https://www.transfermarkt.us/magnus-kofod-andersen/profil/spieler/488784,magnus-kofod-andersen,488784,Serie A,https://img.a.transfermarkt.technology/portrait/header/488784-1730186233.jpg?lm=1
Domen Crnigoj,29,Venezia FC,Central Midfield,Midfield,Slovenia,€0.9m,https://www.transfermarkt.us/domen-crnigoj/profil/spieler/216599,domen-crnigoj,216599,Serie A,https://img.a.transfermarkt.technology/portrait/header/216599-1725528301.jpg?lm=1
Issa Doumbia,21,Venezia FC,Central Midfield,Midfield,Italy,€0.5m,https://www.transfermarkt.us/issa-doumbia/profil/spieler/924349,issa-doumbia,924349,Serie A,https://img.a.transfermarkt.technology/portrait/header/924349-1730186334.jpg?lm=1
Gaetano Oristanio,22,Venezia FC,Attacking Midfield,Midfield,Italy,€4.00m,https://www.transfermarkt.us/gaetano-oristanio/profil/spieler/613393,gaetano-oristanio,613393,Serie A,https://img.a.transfermarkt.technology/portrait/header/613393-1692963581.jpg?lm=1
John Yeboah,24,Venezia FC,Attacking Midfield,Midfield,Ecuador,€2.50m,https://www.transfermarkt.us/john-yeboah/profil/spieler/439914,john-yeboah,439914,Serie A,https://img.a.transfermarkt.technology/portrait/header/439914-1668768754.png?lm=1
Saad El Haddad,19,Venezia FC,Attacking Midfield,Midfield,Morocco,€0.125m,https://www.transfermarkt.us/saad-el-haddad/profil/spieler/936684,saad-el-haddad,936684,Serie A,https://img.a.transfermarkt.technology/portrait/header/936684-1724668787.jpg?lm=1
Bjarki Bjarkason,24,Venezia FC,Left Winger,Attack,Iceland,€0.8m,https://www.transfermarkt.us/bjarki-bjarkason/profil/spieler/566613,bjarki-bjarkason,566613,Serie A,https://img.a.transfermarkt.technology/portrait/header/566613-1717660343.jpg?lm=1
Joel Pohjanpalo,30,Venezia FC,Centre-Forward,Attack,Finland,€5.50m,https://www.transfermarkt.us/joel-pohjanpalo/profil/spieler/173491,joel-pohjanpalo,173491,Serie A,https://img.a.transfermarkt.technology/portrait/header/173491-1658913890.jpg?lm=1
Antonio Raimondo,20,Venezia FC,Centre-Forward,Attack,Italy,€4.50m,https://www.transfermarkt.us/antonio-raimondo/profil/spieler/818888,antonio-raimondo,818888,Serie A,https://img.a.transfermarkt.technology/portrait/header/818888-1663656468.jpg?lm=1
Christian Gytkjaer,34,Venezia FC,Centre-Forward,Attack,Denmark,€0.7m,https://www.transfermarkt.us/christian-gytkjaer/profil/spieler/76274,christian-gytkjaer,76274,Serie A,https://img.a.transfermarkt.technology/portrait/header/76274-1661763625.jpg?lm=1
Matej Kovar,24,Bayer 04 Leverkusen,Goalkeeper,Goalkeeper,Czech Republic,€7.00m,https://www.transfermarkt.us/matej-kovar/profil/spieler/550829,matej-kovar,550829,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/550829-1727378079.jpg?lm=1
Lukas Hradecky,35,Bayer 04 Leverkusen,Goalkeeper,Goalkeeper,Finland,€2.50m,https://www.transfermarkt.us/lukas-hradecky/profil/spieler/48015,lukas-hradecky,48015,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/48015-1695367833.jpg?lm=1
Niklas Lomb,31,Bayer 04 Leverkusen,Goalkeeper,Goalkeeper,Germany,€0.25m,https://www.transfermarkt.us/niklas-lomb/profil/spieler/85543,niklas-lomb,85543,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/85543-1695367888.jpg?lm=1
Luca Novodomsky,19,Bayer 04 Leverkusen,Goalkeeper,Goalkeeper,Germany,€0.0m,https://www.transfermarkt.us/luca-novodomsky/profil/spieler/810826,luca-novodomsky,810826,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/810826-1612024357.png?lm=1
Edmond Tapsoba,25,Bayer 04 Leverkusen,Centre-Back,Defender,Burkina Faso,€45.00m,https://www.transfermarkt.us/edmond-tapsoba/profil/spieler/564545,edmond-tapsoba,564545,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/564545-1695368009.jpg?lm=1
Piero Hincapié,22,Bayer 04 Leverkusen,Centre-Back,Defender,Ecuador,€40.00m,https://www.transfermarkt.us/piero-hincapie/profil/spieler/659813,piero-hincapie,659813,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/659813-1727377918.jpg?lm=1
Jonathan Tah,28,Bayer 04 Leverkusen,Centre-Back,Defender,Germany,€30.00m,https://www.transfermarkt.us/jonathan-tah/profil/spieler/196357,jonathan-tah,196357,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/196357-1695367765.jpg?lm=1
Jeanuël Belocian,19,Bayer 04 Leverkusen,Centre-Back,Defender,France,€20.00m,https://www.transfermarkt.us/jeanuel-belocian/profil/spieler/919515,jeanuel-belocian,919515,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/919515-1727378177.jpg?lm=1
Sadik Fofana,21,Bayer 04 Leverkusen,Centre-Back,Defender,Togo,€0.5m,https://www.transfermarkt.us/sadik-fofana/profil/spieler/644613,sadik-fofana,644613,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/644613-1659622952.jpg?lm=1
Alejandro Grimaldo,29,Bayer 04 Leverkusen,Left-Back,Defender,Spain,€45.00m,https://www.transfermarkt.us/alejandro-grimaldo/profil/spieler/193082,alejandro-grimaldo,193082,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/193082-1689710805.jpg?lm=1
Nordi Mukiele,27,Bayer 04 Leverkusen,Right-Back,Defender,France,€10.00m,https://www.transfermarkt.us/nordi-mukiele/profil/spieler/348026,nordi-mukiele,348026,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/348026-1727378130.jpg?lm=1
Arthur,21,Bayer 04 Leverkusen,Right-Back,Defender,Brazil,€5.00m,https://www.transfermarkt.us/arthur/profil/spieler/977464,arthur,977464,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/977464-1689709842.jpg?lm=1
Granit Xhaka,32,Bayer 04 Leverkusen,Defensive Midfield,Midfield,Switzerland,€20.00m,https://www.transfermarkt.us/granit-xhaka/profil/spieler/111455,granit-xhaka,111455,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/111455-1689711080.jpg?lm=1
Robert Andrich,30,Bayer 04 Leverkusen,Defensive Midfield,Midfield,Germany,€17.00m,https://www.transfermarkt.us/robert-andrich/profil/spieler/159088,robert-andrich,159088,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/159088-1689710866.jpg?lm=1
Exequiel Palacios,26,Bayer 04 Leverkusen,Central Midfield,Midfield,Argentina,€45.00m,https://www.transfermarkt.us/exequiel-palacios/profil/spieler/401578,exequiel-palacios,401578,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/401578-1695368200.jpg?lm=1
Aleix García,27,Bayer 04 Leverkusen,Central Midfield,Midfield,Spain,€20.00m,https://www.transfermarkt.us/aleix-garcia/profil/spieler/261504,aleix-garcia,261504,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/261504-1727378020.jpg?lm=1
Matija Marsenic,19,Bayer 04 Leverkusen,Central Midfield,Midfield,Montenegro,€0.0m,https://www.transfermarkt.us/matija-marsenic/profil/spieler/944582,matija-marsenic,944582,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/944582-1717141056.jpg?lm=1
Jeremie Frimpong,23,Bayer 04 Leverkusen,Right Midfield,Midfield,Netherlands,€50.00m,https://www.transfermarkt.us/jeremie-frimpong/profil/spieler/484547,jeremie-frimpong,484547,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/484547-1689710682.jpg?lm=1
Nathan Tella,25,Bayer 04 Leverkusen,Right Midfield,Midfield,Nigeria,€23.00m,https://www.transfermarkt.us/nathan-tella/profil/spieler/340322,nathan-tella,340322,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/340322-1727377772.jpg?lm=1
Florian Wirtz,21,Bayer 04 Leverkusen,Attacking Midfield,Midfield,Germany,€130.00m,https://www.transfermarkt.us/florian-wirtz/profil/spieler/598577,florian-wirtz,598577,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/598577-1689710503.jpg?lm=1
Jonas Hofmann,32,Bayer 04 Leverkusen,Attacking Midfield,Midfield,Germany,€7.00m,https://www.transfermarkt.us/jonas-hofmann/profil/spieler/7161,jonas-hofmann,7161,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/7161-1689710421.jpg?lm=1
Francis Onyeka,17,Bayer 04 Leverkusen,Attacking Midfield,Midfield,Germany,€500k,https://www.transfermarkt.us/francis-onyeka/profil/spieler/929943,francis-onyeka,929943,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/929943-1727811666.jpg?lm=1
Amine Adli,24,Bayer 04 Leverkusen,Left Winger,Attack,Morocco,€30.00m,https://www.transfermarkt.us/amine-adli/profil/spieler/532776,amine-adli,532776,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/532776-1689710574.jpg?lm=1
Martin Terrier,27,Bayer 04 Leverkusen,Left Winger,Attack,France,€20.00m,https://www.transfermarkt.us/martin-terrier/profil/spieler/442891,martin-terrier,442891,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/442891-1727378397.jpg?lm=1
Victor Boniface,23,Bayer 04 Leverkusen,Centre-Forward,Attack,Nigeria,€45.00m,https://www.transfermarkt.us/victor-boniface/profil/spieler/656681,victor-boniface,656681,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/656681-1727378262.jpg?lm=1
Patrik Schick,28,Bayer 04 Leverkusen,Centre-Forward,Attack,Czech Republic,€22.00m,https://www.transfermarkt.us/patrik-schick/profil/spieler/242086,patrik-schick,242086,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/242086-1727378322.jpg?lm=1
Artem Stepanov,17,Bayer 04 Leverkusen,Centre-Forward,Attack,Ukraine,€350k,https://www.transfermarkt.us/artem-stepanov/profil/spieler/1045344,artem-stepanov,1045344,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/1045344-1727812138.jpg?lm=1
Alexander Nübel,28,VfB Stuttgart,Goalkeeper,Goalkeeper,Germany,€12.00m,https://www.transfermarkt.us/alexander-nubel/profil/spieler/195778,alexander-nubel,195778,Bundesliga,https://img.a.transfermarkt.technology/portrait/header/195778-1691998861.jpg?lm=1
